Date of Sale (dd/mm/yyyy),Address,County,Eircode,Price (€),Not Full Market Price,VAT Exclusive,Description of Property,Property Size Description
23/08/2023,"137 THE LIGHTHOUSE, CHURCH RD, EAST WALL DUBLIN 3",Dublin,D03DX97,"€350,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/05/2023,"80 MEADOW VALE, BLACKROCK, DUBLIN",Dublin,A94K230,"€600,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/03/2023,"208 OCONNELL COURT, OCONNELL ST, WATERFORD",Waterford,X91Y860,"€127,000.00",No,No,Second-Hand Dwelling house /Apartment,
24/04/2023,"6 BRIAN BORU SQ, FERMOY, CORK",Cork,P61DV25,"€200,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/11/2023,"106 COLLINS PARK, WHITEHALL, DUBLIN 9",Dublin,D09H6P5,"€620,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/01/2023,"CAHERLEA, TEMPLEOGUE RD, DUBLIN 6W",Dublin,D6WX662,"€1,160,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/07/2023,"216 HARBOUR MILL, WESTPORT, MAYO",Mayo,F28A624,"€215,000.00",No,No,Second-Hand Dwelling house /Apartment,
09/08/2023,"27 KILLIANS GLEN, RATHDRUM, WICKLOW",Wicklow,,"€385,000.00",No,No,Second-Hand Dwelling house /Apartment,
03/03/2023,"9 SPOLLANSTOWN WOOD, TULLAMORE, OFFALY",Offaly,R35R2X2,"€295,000.00",No,No,Second-Hand Dwelling house /Apartment,
24/05/2023,"37 RIVERFRONT APTS, ANNACOTTY, LIMERICK",Limerick,V94P9T0,"€207,500.00",No,No,Second-Hand Dwelling house /Apartment,
24/01/2023,"2 LOUGHBRAN COTTAGES, GRANGE, CARRICK ON SHANNON",Leitrim,N41X7D4,"€160,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/04/2023,"30 HAWTHORN DR, ARKLOW, WICKLOW",Wicklow,Y14YV10,"€285,000.00",No,No,Second-Hand Dwelling house /Apartment,
09/03/2023,"12 BLARNEY ST, CORK, CORK",Cork,T23HE2C,"€231,000.00",No,No,Second-Hand Dwelling house /Apartment,
01/06/2023,"46 The Boulevard, Ballentree Village, DUBLIN 15",Dublin,,"€350,000.00",No,No,Second-Hand Dwelling house /Apartment,
03/03/2023,"CREEVE GLEBE, LETTERKENNY, DONEGAL",Donegal,F92TT79,"€323,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/06/2023,"16 BROOKFIELD, ANGLESEA RD, BALLSBRIDGE DUBLIN 4",Dublin,D04YY90,"€500,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/12/2023,"CHAPEL ST, BALLINAKILL, PORTLAOISE",Laois,R32YY88,"€235,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/12/2023,"1 SADLERS COURT, ARDEE ROAD, RATHMINES",Dublin,D06F4V5,"€443,000.00",No,No,Second-Hand Dwelling house /Apartment,
27/01/2023,"6 STATION CLOSE, STATION RD, CLONDALKIN DUBLIN 22",Dublin,D22DT38,"€350,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/06/2023,"15 KINDLESTOWN PARK, GREYSTONES, CO WICKLOW",Wicklow,A63R243,"€405,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/10/2023,"23 ANNFIELD DR, CASTLEKNOCK DUBLIN 15, DUBLIN",Dublin,D15W8C0,"€418,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/08/2023,"BALLINASIG, DINGLE, CO KERRY",Kerry,V92H6X3,"€240,000.00",No,No,Second-Hand Dwelling house /Apartment,
02/06/2023,"9 FISHERS ROW, WEXFORD, WEXFORD",Wexford,Y35T2C8,"€132,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/05/2023,"137 COLLINS PARK, DONNYCARNEY, DUBLIN 9",Dublin,D09YA99,"€405,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
21/04/2023,"63 DAAR RIVER WALK, NEWCASTLEWEST, COUNTY LIMERICK",Limerick,V42N593,"€215,000.00",No,No,Second-Hand Dwelling house /Apartment,
24/01/2023,"16 The Grove, Caslte Oaks, Breagagh Valley",Kilkenny,,"€295,154.18",No,Yes,New Dwelling house /Apartment,
23/03/2023,"12 THE VIEW, BELIN WOODS, NEWBRIDGE",Kildare,W12XK23,"€352,422.91",No,Yes,New Dwelling house /Apartment,
22/12/2023,"CLARASHINAGH, ESLINBRIDGE, CARRICK ON SHANNON",Leitrim,,"€475,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/08/2023,"TAVIS, KILMAINHAMWOOD, CO. MEATH",Meath,,"€170,000.00",No,No,Second-Hand Dwelling house /Apartment,
09/05/2023,"44 SYCAMORE HOUSE, SILVERBANKS, THE COAST",Dublin,D13YYX4,"€415,000.00",No,No,Second-Hand Dwelling house /Apartment,
01/03/2023,"11 ST CRONANS GROVE, SWORDS, DUBLIN",Dublin,K67KR50,"€108,333.00",Yes,No,Second-Hand Dwelling house /Apartment,
08/12/2023,"26 The Rise, Cluain Glasan",Kilkenny,,"€407,500.00",No,Yes,New Dwelling house /Apartment,
12/10/2023,"25 IMLEACH, AN DAINGEAN, KERRY",Kerry,,"€90,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
07/07/2023,"21 THE PLAZA, CITY SQ, WATERCOURSE RD",Cork,T23FY03,"€245,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/10/2023,"23 CASTLEMOYLE HEIGHTS, NEW ROSS, WEXFORD",Wexford,Y34PY53,"€180,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/02/2023,"APARTMENT 38 DELHURST AVENUE, ONGAR, DUBLIN 15",Dublin,D15XV60,"€157,500.00",No,No,Second-Hand Dwelling house /Apartment,
15/12/2023,"15 LIOS AN OIR, LISMORE, WATERFORD",Waterford,P51E5W7,"€265,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/08/2023,"FEIGHMANE, VALENTIA, KERRY",Kerry,,"€42,500.00",No,No,Second-Hand Dwelling house /Apartment,
10/08/2023,"PINE COTTAGE, 4 CONGRESS PARK, ROOSKE ROAD",Meath,A86N883,"€506,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/11/2023,"10 PARKLEIGH WALK, SEVEN MILLS, CLONBURRIS",Dublin,D22N5N2,"€383,258.91",No,Yes,New Dwelling house /Apartment,
17/07/2023,"GRAYSTOWN, KILLENAULE, THURLES",Tipperary,E41V025,"€200,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/10/2023,"8 GALTRIM GRANGE, MALAHIDE, DUBLIN",Dublin,K36T621,"€500,000.00",No,No,Second-Hand Dwelling house /Apartment,
27/03/2023,"MYSTICAL ROSE, CHURCHFIELD, KNOCK",Mayo,F12RW62,"€220,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/02/2023,"62 CHURCH VIEW, EDEN GATE, DELGANY",Wicklow,A63W584,"€375,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/06/2023,"9 Rathmore Row, Station Road, Lusk",Dublin,,"€411,894.27",No,Yes,New Dwelling house /Apartment,
29/11/2023,"20 Clermont Grove, Rathnew",Wicklow,,"€352,422.90",No,Yes,New Dwelling house /Apartment,
20/10/2023,"99 The Paddocks, Castle Farm, Dunboyne",Meath,,"€365,638.00",No,Yes,New Dwelling house /Apartment,
13/09/2023,"95 The Junction, Station Road, The Crossings  Adamstown",Dublin,,"€374,362.11",No,Yes,New Dwelling house /Apartment,
29/11/2023,"47 LISSANISKA, LAHINCH RD, ENNIS",Clare,V95H2H7,"€150,000.00",No,No,Second-Hand Dwelling house /Apartment,
03/05/2023,"CAMPHILL, OWENBEG, CULLEENS",Sligo,F26WY62,"€130,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/07/2023,"APT 1 COIS NA HABHANN, BAILICK ROAD, MIDLETON",Cork,P25T020,"€230,500.00",No,No,Second-Hand Dwelling house /Apartment,
04/05/2023,"25 The Avenue, Belin Woods, Kilbelin",Kildare,,"€281,938.00",No,Yes,New Dwelling house /Apartment,
22/03/2023,"GLENGARRIFF, THURLES, CO TIPPERARY",Tipperary,,"€558,120.00",No,No,Second-Hand Dwelling house /Apartment,
26/05/2023,"14 RING FORT DRIVE, KINSALE MANOR, KINSALE",Cork,P17P997,"€475,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/04/2023,"35 THE GRANARY, THE SQ, TULLAMORE",Offaly,R35DF29,"€127,500.00",No,No,Second-Hand Dwelling house /Apartment,
12/05/2023,"40 BOROIMHE HAZEL, BOROIMHE, SWORDS",Dublin,K67TP48,"€449,000.00",No,No,Second-Hand Dwelling house /Apartment,
02/10/2023,"88 MOYNE RD, RANELAGH, DUBLIN",Dublin,D06Y368,"€1,300,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/11/2023,"CORROLOUGH, WILLIAMSTOWN, VIA CASTLEBAR",Galway,F45ER84,"€61,908.00",No,No,Second-Hand Dwelling house /Apartment,
10/01/2023,"2 THE LODGES, CHARLOTTE ROW, GOREY",Wexford,Y25W990,"€300,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/04/2023,"ABBEYQUARTER, BALLYHAUNIS, MAYO",Mayo,F35HW29,"€215,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/12/2023,"19 THE PRIORY, KILCORMAC, OFFALY",Offaly,R42R660,"€180,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
27/01/2023,"COOLBOREEN, NEWPORT, TIPPERARY",Tipperary,V94RF3A,"€450,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/03/2023,"111 TUDOR LAWNS, FOXROCK, DUBLIN 18",Dublin,D18A3C5,"€665,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/03/2023,"Apartment 343 Marietta Woods, Castle Park Road, Dalkey",Dublin,,"€511,122.00",No,Yes,New Dwelling house /Apartment,
05/04/2023,"7 POPPYFIELDS DR, BROOMFIELD VILLAGE, MIDLETON",Cork,P25T625,"€350,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/12/2023,"432 Ard Uisce, Whiterock Hill, Wexford",Wexford,,"€263,876.65",No,Yes,New Dwelling house /Apartment,
13/09/2023,"LAVALLA, GLENVIEW AVE, FARRANSHONE",Limerick,V94VW7Y,"€365,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/03/2023,"8 THE CEDARS, DUNSTAFFHAGE HALL, ST BRIGIDS CHURCH RD DUBLIN 16",Dublin,A94VA02,"€310,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/05/2023,"67 Marlmount Park, Dundalk",Louth,,"€348,019.62",No,Yes,New Dwelling house /Apartment,
10/11/2023,"28 PAIRC CLUAIN GHAMHNA, ATHLONE, CO ROSCOMMON",Roscommon,N37N4C1,"€172,687.22",No,Yes,New Dwelling house /Apartment,
22/09/2023,"39 DUNALLIAN, CULDUFF, DONEGAL",Donegal,F93K256,"€120,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/06/2023,"15 NEWCASTLE WOODS DR, ENFIELD, MEATH",Meath,A83XC78,"€295,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/12/2023,"24 Sorrel Green, Sorrel Wood, Blessington",Wicklow,,"€387,665.00",No,Yes,New Dwelling house /Apartment,
05/10/2023,"UNIT 1 83 CABRA RD, PHIBSBOROUGH, DUBLIN 7",Dublin,D07TH6X,"€800,000.00",No,No,Second-Hand Dwelling house /Apartment,
27/08/2023,"FRIARS GATE, KINSALE, CORK",Cork,P17KT92,"€260,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/09/2023,"18 OLDTOWN GARDENS, NAAS, CO KILDARE",Kildare,W91TD7A,"€385,000.00",No,No,Second-Hand Dwelling house /Apartment,
24/02/2023,"3 Graydon Place, Graydon, Newcastle",Dublin,,"€436,123.35",No,Yes,New Dwelling house /Apartment,
07/03/2023,"79 LOWER BEECHWOOD AVENUE, RANELAGH, DUBLIN 6",Dublin,D06V528,"€1,140,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/06/2023,"LISGOOLD EAST, LEAMLARA, CORK",Cork,T56E891,"€360,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/12/2023,"93 Bawnogue Green, The Bawnogues, Kilcock",Dublin,,"€361,233.48",No,Yes,New Dwelling house /Apartment,
17/11/2023,"5 MORRISSONS AVE, WATERFORD, WATERFORD",Waterford,X91H9HX,"€180,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/03/2023,"7 ROCK RD EAST, BLACKROCK, DUNDALK",Louth,A91D744,"€206,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
04/04/2023,"THE MEWS, 208 SEAPARK, MALAHIDE",Dublin,K36EK02,"€220,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/12/2023,"93 Newtown Wood, Termonfeckin Road, Drogheda",Louth,,"€330,397.00",No,Yes,New Dwelling house /Apartment,
23/08/2023,"19 CANAL DR, PROSPECT WOOD, LONGFORD",Longford,N39K5D4,"€138,500.00",No,No,Second-Hand Dwelling house /Apartment,
31/08/2023,"156A BRIARFIELD GROVE, KILBARRACK, DUBLIN 5",Dublin,D05XK70,"€330,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/07/2023,"1 THE COVE, HAND PARK, RUSH",Dublin,K56T207,"€385,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/09/2023,"251a Millquarter, Knockmullen, Gorey",Wexford,,"€230,300.00",No,Yes,New Dwelling house /Apartment,
13/03/2023,"82 CASTLECURRAGH PARK, BLANCHARSTOWN, DUBLIN 15",Dublin,D15C993,"€260,000.00",No,No,Second-Hand Dwelling house /Apartment,
24/07/2023,"APT 8, THE COURTYARD, CORNADARRAGH",Cavan,H12E528,"€102,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/05/2023,"12 KEARNS COURT, KEARNS PLACE, KILMAINHAM DUBLIN 8",Dublin,D08F8HY,"€265,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/01/2023,"Apartments 1-9, Clonshaugh Place, Clonshaugh Road",Dublin,,"€3,052,863.44",No,Yes,New Dwelling house /Apartment,
24/10/2023,"40 BARNWELL GROVE, HANSFIELD, BARNWELL",Dublin,D15PHY9,"€390,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/01/2023,"61 HOLLYSTOWN PARK, HOLLYSTOWN, DUBLIN 15",Dublin,D15P3X8,"€621,000.00",No,No,Second-Hand Dwelling house /Apartment,
31/05/2023,"121 MANOR FIELD, KINNEGAD, WESTMEATH",Westmeath,N91CF95,"€247,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/12/2023,"23 Castletown Manor, Athboy, County Meath",Meath,,"€358,407.07",No,Yes,New Dwelling house /Apartment,
23/11/2023,"AUGHISKA, CARNANE, DOOLIN",Clare,V95R3N1,"€365,000.00",No,No,Second-Hand Dwelling house /Apartment,
03/03/2023,"49 Ardrath Crescent, Crodaun, Celbridge",Kildare,,"€440,528.00",No,Yes,New Dwelling house /Apartment,
19/12/2023,"14 ABALONE, THE GRANGE STILLORGAN, DUBLIN",Dublin,A94W8P6,"€525,000.00",No,No,Second-Hand Dwelling house /Apartment,
24/04/2023,"85 Crieve Mor Avenue, Crievesmith, Letterkenny",Donegal,,"€255,066.08",No,Yes,New Dwelling house /Apartment,
12/05/2023,"THE SANDYBANKS, KEEL, ACHILL",Mayo,F28AW27,"€340,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/02/2023,"38 THE WEIR, MARTINS ROW, CHAPELIZOD",Dublin,D20KW11,"€340,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/05/2023,"KNOCKPATRICK, FOYNES, LIMERICK",Limerick,,"€50,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/08/2023,"74 Listoke Elms, Ballymakenny Road, Drogheda",Louth,A92NV6P,"€338,428.00",No,Yes,New Dwelling house /Apartment,
01/12/2023,"340 COOLEY RD, DRIMNAGH, DUBLIN 12",Dublin,D12TX06,"€325,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/12/2023,"APARTMENT 1, BARRACK STREET, BALLAGHADERREEN",Roscommon,,"€75,000.00",No,No,Second-Hand Dwelling house /Apartment,
24/05/2023,"APT 10, THE SPINNAKER, ARRAN QUAY DUBLIN 7",Dublin,D07FT28,"€308,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/08/2023,"5 SCHOONER HOUSE, SOUTH QUAY, WICKLOW TOWN",Wicklow,A67WA22,"€195,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/09/2023,"18 Potters Field Green, Cappocks Green, Ardee",Louth,,"€295,154.19",No,Yes,New Dwelling house /Apartment,
15/12/2023,"15 POPHAMS RD, FARRANREE, CORK",Cork,T23C8P4,"€148,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/04/2023,"71 EDENMORE PARK, RAHENY, DUBLIN 5",Dublin,D05E6P7,"€290,000.00",No,No,Second-Hand Dwelling house /Apartment,
03/10/2023,"103 GARVILLE LANE, RATHGAR, DUBLIN 6",Dublin,D06NX72,"€680,000.00",No,No,Second-Hand Dwelling house /Apartment,
01/09/2023,"104 OCALLAGHAN SQ, MALLOW, CORK",Cork,P51EVK3,"€170,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/06/2023,"CARROWNAFFE, MOVILLE, DONEGAL",Donegal,F93VP1K,"€258,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/07/2023,"14 LARKFIELD VIEW, CLAY FARM, LEOPARDSTOWN",Dublin,D18A0E7,"€630,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/10/2023,"307 NAVAN RD, CABRA, DUBLIN 7",Dublin,D07R5C8,"€562,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/09/2023,"7 The Way, Semple Woods, Donabate",Dublin,,"€431,718.06",No,Yes,New Dwelling house /Apartment,
08/12/2023,"29 Abbeyfields Way, Arden Road, Tullamore",Offaly,,"€299,471.00",No,Yes,New Dwelling house /Apartment,
21/09/2023,"21  Carraig Tur, Model Farm Road, Cork",Cork,,"€436,123.00",No,Yes,New Dwelling house /Apartment,
27/07/2023,"8 CASTLEBAWN, KILMEAGUE, NAAS",Kildare,W91ED76,"€300,000.00",No,No,Second-Hand Dwelling house /Apartment,
01/09/2023,"6 ARDEEVIN COURT, LUCAN, DUBLIN",Dublin,K78X2D3,"€570,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/09/2023,"12 CASTLEVIEW, CASTLE VIEW QUAY, THE BREWERY",Carlow,R93NV91,"€195,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/09/2023,"8 LAFAYETTE BUILDING, DOLIER ST, DUBLIN 2",Dublin,D02YF59,"€400,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/07/2023,"18 FURLONG GROVE, OMOORE ST, TULLAMORE",Offaly,R35YF50,"€172,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/02/2023,"63 WEST RD, EAST WALL, DUBLIN 3",Dublin,D03W635,"€492,000.00",No,No,Second-Hand Dwelling house /Apartment,
31/10/2023,"KILNACARRIGA, LISMORE, WATERFORD",Waterford,P51D3C2,"€395,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/09/2023,"GARNAVILLA, CAHIR, CO TIPPERARY",Tipperary,E21HC89,"€275,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/04/2023,"6 CROSSTREES CT, HOWTH, DUBLIN",Dublin,D13C850,"€555,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/05/2023,"43F BELARMINE VALE, STEPASIDE, DUBLIN 18",Dublin,D18HK13,"€240,000.00",No,No,Second-Hand Dwelling house /Apartment,
24/10/2023,"23 COLLEGE GREEN, CARLOW, CARLOW",Carlow,R93C8P9,"€260,000.00",No,No,Second-Hand Dwelling house /Apartment,
03/11/2023,"34 FRIARS WALK, DUNMORE, GALWAY",Galway,H54EY18,"€190,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/03/2023,"26 Castle Way, Cherrywood",Dublin,,"€541,850.22",No,Yes,New Dwelling house /Apartment,
06/12/2023,"11A MAPLEWOOD WAY, SPRINGFIELD, TALLAGHT DUBLIN 24",Dublin,D24XD98,"€359,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/10/2023,"44 TEMPLE GARDENS, NORTHWOOD, SANTRY",Dublin,D09YF96,"€308,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/02/2023,"18 TEMPLE PARK AVENUE, BLACKROCK, CO DUBLIN",Dublin,A94A4X2,"€862,500.00",No,No,Second-Hand Dwelling house /Apartment,
31/01/2023,"15 HALLDENE DR, BISHOPSTOWN, CORK",Cork,T12WF9F,"€350,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
01/12/2023,"WOODVIEW, 67 ST MICHAELS AVE, TIPPERARY",Tipperary,E34DD40,"€127,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/01/2023,"SMORANE, SKIBBEREEN, COUNTY CORK",Cork,,"€90,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/09/2023,"APT 5 CLARISSA, THE COURTYARD, NEWTOWNFORBES",Longford,N39RW51,"€120,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/09/2023,"DELVIN RD, CLONMELLON, NAVAN",Westmeath,C15E684,"€170,000.00",No,No,Second-Hand Dwelling house /Apartment,
27/02/2023,"60 Radharc na Siuire, Knockboy, Co. Waterford",Waterford,,"€189,427.31",Yes,Yes,New Dwelling house /Apartment,
10/11/2023,"64 Kiln View, Clay Farm, Leopardstown",Dublin,,"€420,704.84",No,Yes,New Dwelling house /Apartment,
02/10/2023,"2 BALLYGIHEN AVE, SANDYCOVE, DUBLIN",Dublin,A96RY70,"€1,900,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/02/2023,"CAHERTRIM COTTAGE, ARDRAHAN  CO GALWAY",Galway,H91AP2E,"€290,000.00",No,No,Second-Hand Dwelling house /Apartment,
03/04/2023,"42 BEARNA DEARA, KILDORRERY, CORK",Cork,P67W522,"€267,000.00",No,No,Second-Hand Dwelling house /Apartment,
03/10/2023,"BALLINABARNEY, RATHNEW, WICKLOW",Wicklow,A67WF54,"€350,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/06/2023,"4 THE HEIGHTS, DUNBOYNE CASTLE, DUNBOYNE",Meath,A86Y292,"€450,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/06/2023,"19 THE ORCHARDS, TULLOW RD, CARLOW",Carlow,R93VY83,"€295,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/11/2023,"5 CLUAIN DOIRE, CAHIRDOWN, LISTOWEL",Kerry,V31PK50,"€498,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/12/2023,"14 Stewart Hall, Rathdrum, Co Wicklow",Wicklow,,"€295,154.18",No,Yes,New Dwelling house /Apartment,
31/03/2023,"BALTRASNA, OLDCASTLE, MEATH",Meath,A82AC86,"€130,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/02/2023,"4 SANDFIELD GARDEN, BLACKROCK, DUNDALK",Louth,A91A0E6,"€305,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/12/2023,"CHAPEL RD, KILNALECK, CO CAVAN",Cavan,A82TD36,"€147,500.00",No,No,Second-Hand Dwelling house /Apartment,
03/05/2023,"34 KIPPURE PARK FINGLAS SOUTH, DUBLIN 11, DUBLIN",Dublin,D11T9K0,"€192,000.00",No,No,Second-Hand Dwelling house /Apartment,
03/01/2023,"3 DERRYMORE GARDENS, MOUNTRATH, LAOIS",Laois,,"€281,938.00",No,Yes,New Dwelling house /Apartment,
29/09/2023,"3 ST VINCENT ST SOUTH, DUBLIN 8",Dublin,,"€620,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/12/2023,"HONEYSUCKLE MEWS, 33A PARK AVE, SANDYMOUNT DUBLIN 4",Dublin,D04DA56,"€1,615,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/12/2023,"12 GROODY STUDENT PARK, CASTLETROY, LIMERICK",Limerick,V94E7F1,"€330,000.00",No,No,Second-Hand Dwelling house /Apartment,
01/12/2023,"70 SANDYHILL GARDENS, BALLYMUN, DUBLIN 11",Dublin,D11XH21,"€260,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/07/2023,"UNIT 1 69 CABRA RD, PHIBSBOROUGH, DUBLIN 7",Dublin,D07F6K5,"€160,714.29",No,No,Second-Hand Dwelling house /Apartment,
21/04/2023,"16 SHEENWOODS, KENMARE, CO KERRY",Kerry,V93TC61,"€320,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/04/2023,"1-6 and 28-38 Moongate, Town Parks, Clonard",Wexford,,"€4,485,910.12",No,Yes,New Dwelling house /Apartment,
25/01/2023,"APARTMENT 50 BLOCK 6, BALLISODARE TOWN CENTRE, B",Sligo,,"€15,859.00",No,Yes,New Dwelling house /Apartment,
30/05/2023,"THE MALL, BALLYSHANNON, DONEGAL",Donegal,,"€250,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/12/2023,"44 WILLOW RIDGE, CAVAN, CAVAN",Cavan,H12TD34,"€182,000.00",No,No,Second-Hand Dwelling house /Apartment,
09/05/2023,"19 Barn Elms, Upper Churchtown Road, Churchtown",Dublin,,"€502,202.64",No,Yes,New Dwelling house /Apartment,
01/11/2023,"71 SHANGAN GREEN, BALLYMUN, DUBLIN 9",Dublin,D09T1X7,"€270,000.00",No,No,Second-Hand Dwelling house /Apartment,
27/01/2023,"31 AYLMER DR, AYLMER MEATH, NEWCASTLE",Dublin,D22VF84,"€243,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/07/2023,"33 GALTEE VIEW, BANSHA, TIPPERARY",Tipperary,E34Y891,"€145,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/05/2023,"169 Drumnigh manor, Portmarnock",Dublin,,"€555,066.00",No,Yes,New Dwelling house /Apartment,
27/03/2023,"62 Scholars Walk, Lusk Village",Dublin,,"€473,568.00",No,Yes,New Dwelling house /Apartment,
04/09/2023,"36 FARMLEIGH AVE, STILLORGAN, DUBLIN",Dublin,A94A527,"€962,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/10/2023,"606 THE EDGES, SANDYFORD, DUBLIN",Dublin,D18KA47,"€400,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/05/2023,"42 ARANLEIGH MOUNT, RATHFARNHAM, DUBLIN 14",Dublin,D14Y0X7,"€650,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/04/2023,"82 MOY HEIGHTS, BALLINA, CO MAYO",Mayo,F26V2H5,"€165,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/09/2023,"12 Arlington, Kerry Pike",Cork,T23K2EH,"€497,797.36",No,Yes,New Dwelling house /Apartment,
16/03/2023,"DROMINACRURLOUGH, NEWCASTLEWEST, COUNTY LIMERICK",Limerick,V42EV77,"€140,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/05/2023,"BALLYMACLINAUN, LISCANNOR, CLARE",Clare,V95DX62,"€480,000.00",No,No,Second-Hand Dwelling house /Apartment,
02/05/2023,"2 CHERRYFIELD COURT, HARTSTOWN, CLONSILLA",Dublin,D15NYK7,"€200,000.00",No,No,Second-Hand Dwelling house /Apartment,
27/11/2023,"182 Station Walk, Rickardstown  Newbridge",Kildare,,"€427,312.77",No,Yes,New Dwelling house /Apartment,
15/12/2023,"90 PAIRC NA GCAPALL, KILWORTH, CORK",Cork,P61ED76,"€258,000.00",No,No,Second-Hand Dwelling house /Apartment,
09/11/2023,"4 QUAY RD, CARRICK ON SHANNON, LEITRIM",Leitrim,N41DA33,"€96,400.00",No,No,Second-Hand Dwelling house /Apartment,
